participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.my_id,player.interaction_number,player.round_in_interaction,player.treatment,player.action,player.other_action,player.partner_id,player.potential_payoff,player.other_payoff,player.cum_payoff,player.random_number,player.payoff,group.id_in_subsession,group.action1,group.action2,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,5,3,ASYM,R,U,5,100,0,208,1,100,3,U,R,32,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,5,3,ASYM,U,M,8,45,80,205,1,45,2,U,M,32,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,5,3,ASYM,R,M,1,65,15,95,1,65,1,M,R,32,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,5,3,ASYM,U,R,2,0,100,145,1,0,3,U,R,32,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,5,3,ASYM,L,D,7,0,100,78,1,0,4,D,L,32,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,5,3,ASYM,D,L,6,100,0,185,1,100,4,D,L,32,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,5,3,ASYM,M,U,3,80,45,125,1,80,2,U,M,32,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,5,3,ASYM,M,L,10,95,30,235,1,95,5,M,L,32,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,5,3,ASYM,L,M,9,30,95,140,1,30,5,M,L,32,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,5,3,ASYM,U,R,14,0,100,125,1,0,6,U,R,32,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,5,3,ASYM,R,M,15,65,15,125,1,65,8,M,R,32,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,5,3,ASYM,M,M,16,55,48,155,1,55,7,M,M,32,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,5,3,ASYM,R,U,11,100,0,160,1,100,6,U,R,32,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,5,3,ASYM,M,R,12,15,65,140,1,15,8,M,R,32,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,5,3,ASYM,M,M,13,48,55,176,1,48,7,M,M,32,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,5,3,ASYM,D,M,18,65,15,190,1,65,9,D,M,32,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,5,3,ASYM,M,D,17,15,65,75,1,15,9,D,M,32,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,5,3,ASYM,U,L,20,90,60,150,1,90,10,U,L,32,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,5,3,ASYM,L,U,19,60,90,205,1,60,10,U,L,32,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,5,4,ASYM,M,M,4,55,48,265,18,55,1,M,M,33,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,5,4,ASYM,M,U,5,80,45,288,18,80,3,U,M,33,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,5,4,ASYM,D,M,8,65,15,270,18,65,2,D,M,33,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,5,4,ASYM,M,M,1,48,55,143,18,48,1,M,M,33,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,5,4,ASYM,U,M,2,45,80,190,18,45,3,U,M,33,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,5,4,ASYM,L,U,7,60,90,138,18,60,4,U,L,33,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,5,4,ASYM,U,L,6,90,60,275,18,90,4,U,L,33,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,5,4,ASYM,M,D,3,15,65,140,18,15,2,D,M,33,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,5,4,ASYM,M,L,10,95,30,330,18,95,5,M,L,33,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,5,4,ASYM,L,M,9,30,95,170,18,30,5,M,L,33,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,5,4,ASYM,U,M,14,45,80,170,18,45,6,U,M,33,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,5,4,ASYM,M,U,15,80,45,205,18,80,8,U,M,33,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,5,4,ASYM,U,L,16,90,60,245,18,90,7,U,L,33,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,5,4,ASYM,M,U,11,80,45,240,18,80,6,U,M,33,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,5,4,ASYM,U,M,12,45,80,185,18,45,8,U,M,33,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,5,4,ASYM,L,U,13,60,90,236,18,60,7,U,L,33,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,5,4,ASYM,M,R,18,15,65,205,18,15,9,M,R,33,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,5,4,ASYM,R,M,17,65,15,140,18,65,9,M,R,33,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,5,4,ASYM,U,L,20,90,60,240,18,90,10,U,L,33,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,5,4,ASYM,L,U,19,60,90,265,18,60,10,U,L,33,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,6,1,ASYM,D,R,8,30,30,30,20,30,1,D,R,34,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,6,1,ASYM,M,U,3,80,45,80,20,80,2,U,M,34,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,6,1,ASYM,U,M,2,45,80,45,20,45,2,U,M,34,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,6,1,ASYM,L,D,5,0,100,0,20,0,3,D,L,34,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,6,1,ASYM,D,L,4,100,0,100,20,100,3,D,L,34,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,6,1,ASYM,R,M,9,65,15,65,20,65,5,M,R,34,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,6,1,ASYM,U,L,10,90,60,90,20,90,4,U,L,34,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,6,1,ASYM,R,D,1,30,30,30,20,30,1,D,R,34,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,6,1,ASYM,M,R,6,15,65,15,20,15,5,M,R,34,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,6,1,ASYM,L,U,7,60,90,60,20,60,4,U,L,34,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,6,1,ASYM,U,R,12,0,100,0,20,0,6,U,R,34,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,6,1,ASYM,R,U,11,100,0,100,20,100,6,U,R,34,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,6,1,ASYM,U,M,20,45,80,45,20,45,7,U,M,34,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,6,1,ASYM,L,U,15,60,90,60,20,60,8,U,L,34,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,6,1,ASYM,U,L,14,90,60,90,20,90,8,U,L,34,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,6,1,ASYM,M,M,19,48,55,48,20,48,10,M,M,34,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,6,1,ASYM,M,L,18,95,30,95,20,95,9,M,L,34,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,6,1,ASYM,L,M,17,30,95,30,20,30,9,M,L,34,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,6,1,ASYM,M,M,16,55,48,55,20,55,10,M,M,34,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,6,1,ASYM,M,U,13,80,45,80,20,80,7,U,M,34,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,7,1,ASYM,M,M,10,55,48,55,11,55,1,M,M,35,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,7,1,ASYM,M,U,3,80,45,80,11,80,2,U,M,35,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,7,1,ASYM,U,M,2,45,80,45,11,45,2,U,M,35,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,7,1,ASYM,L,U,9,60,90,60,11,60,5,U,L,35,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,7,1,ASYM,M,M,8,55,48,55,11,55,3,M,M,35,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,7,1,ASYM,L,M,7,30,95,30,11,30,4,M,L,35,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,7,1,ASYM,M,L,6,95,30,95,11,95,4,M,L,35,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,7,1,ASYM,M,M,5,48,55,48,11,48,3,M,M,35,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,7,1,ASYM,U,L,4,90,60,90,11,90,5,U,L,35,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,7,1,ASYM,M,M,1,48,55,48,11,48,1,M,M,35,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,7,1,ASYM,D,M,18,65,15,65,11,65,6,D,M,35,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,7,1,ASYM,L,M,17,30,95,30,11,30,9,M,L,35,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,7,1,ASYM,D,R,20,30,30,30,11,30,7,D,R,35,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,7,1,ASYM,R,D,15,30,30,30,11,30,8,D,R,35,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,7,1,ASYM,D,R,14,30,30,30,11,30,8,D,R,35,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,7,1,ASYM,R,D,19,30,30,30,11,30,10,D,R,35,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,7,1,ASYM,M,L,12,95,30,95,11,95,9,M,L,35,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,7,1,ASYM,M,D,11,15,65,15,11,15,6,D,M,35,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,7,1,ASYM,D,R,16,30,30,30,11,30,10,D,R,35,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,7,1,ASYM,R,D,13,30,30,30,11,30,7,D,R,35,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,7,2,ASYM,M,M,10,55,48,110,11,55,1,M,M,36,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,7,2,ASYM,L,U,3,60,90,140,11,60,2,U,L,36,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,7,2,ASYM,U,L,2,90,60,135,11,90,2,U,L,36,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,7,2,ASYM,M,D,9,15,65,75,11,15,5,D,M,36,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,7,2,ASYM,U,R,8,0,100,55,11,0,3,U,R,36,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,7,2,ASYM,L,M,7,30,95,60,11,30,4,M,L,36,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,7,2,ASYM,M,L,6,95,30,190,11,95,4,M,L,36,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,7,2,ASYM,R,U,5,100,0,148,11,100,3,U,R,36,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,7,2,ASYM,D,M,4,65,15,155,11,65,5,D,M,36,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,7,2,ASYM,M,M,1,48,55,96,11,48,1,M,M,36,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,7,2,ASYM,U,L,18,90,60,155,11,90,6,U,L,36,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,7,2,ASYM,R,U,17,100,0,130,11,100,9,U,R,36,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,7,2,ASYM,D,M,20,65,15,95,11,65,7,D,M,36,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,7,2,ASYM,R,M,15,65,15,95,11,65,8,M,R,36,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,7,2,ASYM,M,R,14,15,65,45,11,15,8,M,R,36,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,7,2,ASYM,M,M,19,48,55,78,11,48,10,M,M,36,vlj2jext,,,,,,0
17,9769ts6q,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.122042+00:00,1,,,2700,1,17,7,2,ASYM,U,R,12,0,100,95,11,0,9,U,R,36,vlj2jext,,,,,,0
18,kgzyw40x,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.228480+00:00,1,,,2611,2,18,7,2,ASYM,L,U,11,60,90,75,11,60,6,U,L,36,vlj2jext,,,,,,0
19,15ng2e1g,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:49.339683+00:00,1,,,2585,1,19,7,2,ASYM,M,M,16,55,48,85,11,55,10,M,M,36,vlj2jext,,,,,,0
20,swgwmg1d,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.507912+00:00,1,,,2538,2,20,7,2,ASYM,M,D,13,15,65,45,11,15,7,D,M,36,vlj2jext,,,,,,0
1,wd0w3zdl,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.335889+00:00,1,,,3480,1,1,7,3,ASYM,U,L,10,90,60,200,15,90,1,U,L,37,vlj2jext,,,,,,0
2,dip77cl2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.449765+00:00,1,,,2963,2,2,7,3,ASYM,L,D,3,0,100,140,15,0,2,D,L,37,vlj2jext,,,,,,0
3,ptysbdci,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.554200+00:00,1,,,3065,1,3,7,3,ASYM,D,L,2,100,0,235,15,100,2,D,L,37,vlj2jext,,,,,,0
4,nkgl49v2,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.658469+00:00,1,,,2710,2,4,7,3,ASYM,L,U,9,60,90,135,15,60,5,U,L,37,vlj2jext,,,,,,0
5,nwm3d3v7,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.765064+00:00,1,,,2895,1,5,7,3,ASYM,D,R,8,30,30,85,15,30,3,D,R,37,vlj2jext,,,,,,0
6,bvp4wueg,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:47.875131+00:00,1,,,2243,2,6,7,3,ASYM,R,D,7,30,30,90,15,30,4,D,R,37,vlj2jext,,,,,,0
7,a3k8xs48,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:47.986217+00:00,1,,,3405,1,7,7,3,ASYM,D,R,6,30,30,220,15,30,4,D,R,37,vlj2jext,,,,,,0
8,fzky02oy,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.091553+00:00,1,,,2418,2,8,7,3,ASYM,R,D,5,30,30,178,15,30,3,D,R,37,vlj2jext,,,,,,0
9,kpllf1qp,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.246196+00:00,1,,,2880,1,9,7,3,ASYM,U,L,4,90,60,245,15,90,5,U,L,37,vlj2jext,,,,,,0
10,wznip3mh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.356651+00:00,1,,,2460,2,10,7,3,ASYM,L,U,1,60,90,156,15,60,1,U,L,37,vlj2jext,,,,,,0
11,9yb5hw6j,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.465826+00:00,1,,,2895,1,11,7,3,ASYM,M,R,18,15,65,170,15,15,6,M,R,37,vlj2jext,,,,,,0
12,sqxv7m8z,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.583454+00:00,1,,,2874,2,12,7,3,ASYM,M,M,17,48,55,178,15,48,9,M,M,37,vlj2jext,,,,,,0
13,0cg6wyyo,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.690149+00:00,1,,,2940,1,13,7,3,ASYM,U,M,20,45,80,140,15,45,7,U,M,37,vlj2jext,,,,,,0
14,e5ou5lf7,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:48.795538+00:00,1,,,2402,2,14,7,3,ASYM,L,M,15,30,95,125,15,30,8,M,L,37,vlj2jext,,,,,,0
15,sfdf8wiy,,1,683,691,asymmetric_PD,62,Decision1,127.0.0.1,2017-09-30 14:47:48.903589+00:00,1,,,2905,1,15,7,3,ASYM,M,L,14,95,30,140,15,95,8,M,L,37,vlj2jext,,,,,,0
16,aq7wbfkh,,1,684,691,asymmetric_PD,62,Decision2,127.0.0.1,2017-09-30 14:47:49.009148+00:00,1,,,3480,2,16,7,3,ASYM,R,U,19,100,0,178,15,100,10,U,R,37,vlj2jext,,,,,,0
